"Date","Price","Open","High","Low","Vol.","Change %"
"11/03/2022","5.975","6.202","6.218","5.874","98.53K","-4.67%"
"11/02/2022","6.268","5.829","6.303","5.787","104.85K","9.70%"
"11/01/2022","5.714","6.270","6.309","5.614","136.65K","-10.09%"
"10/31/2022","6.355","5.832","6.400","5.823","128.75K","11.81%"
"10/28/2022","5.684","5.848","5.890","5.547","84.71K","9.60%"
"10/27/2022","5.186","5.703","5.703","4.948","1.73K","-7.49%"
"10/26/2022","5.606","5.729","5.748","5.347","36.78K","-0.12%"
"10/25/2022","5.613","5.187","5.740","5.119","39.95K","7.96%"
"10/24/2022","5.199","4.970","5.259","4.750","69.67K","4.84%"
"10/21/2022","4.959","5.322","5.375","4.903","101.73K","-7.45%"
"10/20/2022","5.358","5.456","5.565","5.253","104.22K","-1.90%"
"10/19/2022","5.462","5.686","5.784","5.427","107.16K","-4.93%"
"10/18/2022","5.745","5.978","6.095","5.673","102.09K","-4.23%"
"10/17/2022","5.999","6.263","6.314","5.912","132.42K","-7.04%"
"10/14/2022","6.453","6.684","6.742","6.409","96.73K","-4.27%"
"10/13/2022","6.741","6.439","6.777","6.337","131.39K","4.76%"
"10/12/2022","6.435","6.601","6.803","6.399","112.38K","-2.44%"
"10/11/2022","6.596","6.512","6.671","6.362","106.89K","2.50%"
"10/10/2022","6.435","6.647","6.901","6.411","114.24K","-4.64%"
"10/07/2022","6.748","6.856","6.926","6.600","124.71K","-3.21%"
"10/06/2022","6.972","6.921","7.188","6.856","109.94K","0.61%"
"10/05/2022","6.930","6.830","7.022","6.627","80.87K","1.36%"
"10/04/2022","6.837","6.526","6.886","6.310","121.68K","5.67%"
"10/03/2022","6.470","6.800","6.829","6.305","104.48K","-4.37%"
"09/30/2022","6.766","6.895","7.044","6.705","97.37K","-1.57%"
"09/29/2022","6.874","7.029","7.139","6.599","85.72K","0.09%"
"09/28/2022","6.868","6.666","6.901","6.456","1.87K","3.26%"
"09/27/2022","6.651","6.936","7.120","6.617","36.37K","-3.65%"
"09/26/2022","6.903","6.844","6.970","6.526","24.60K","1.10%"
"09/23/2022","6.828","7.182","7.282","6.737","73.67K","-3.68%"
"09/22/2022","7.089","7.731","7.776","7.061","136.34K","-8.87%"
"09/21/2022","7.779","7.735","8.123","7.560","98.57K","0.80%"
"09/20/2022","7.717","7.864","7.985","7.647","80.11K","-0.45%"
"09/19/2022","7.752","7.737","7.923","7.404","87.55K","-0.15%"
